user_id,item_id,rating,timestamp,age,gender,occupation,zipcode,title,release_date,genres
59,662,3,888206125,49,M,educator,08403,Somewhere in Time,1980,"['Drama', 'Romance']"
437,447,4,880143663,27,F,other,20009,Carrie,1976,['Horror']
733,137,5,879535406,44,F,other,60630,Big Night,1996,['Drama']
698,1,4,886366815,28,F,programmer,06906,Toy Story,1995,"['Animation', ""Children's"", 'Comedy']"
110,651,4,886988018,19,M,student,77840,Glory,1989,"['Action', 'Drama', 'War']"
260,990,5,890618729,40,F,artist,89801,Anna Karenina,1997,"['Drama', 'Romance']"
450,1480,3,882468686,35,F,educator,11758,Herbie Rides Again,1974,"['Adventure', ""Children's"", 'Comedy']"
56,372,3,892911290,25,M,librarian,46260,Jeffrey,1995,['Comedy']
886,435,3,876031459,20,M,student,61820,Butch Cassidy and the Sundance Kid,1969,"['Action', 'Comedy', 'Western']"
331,32,4,877196633,33,M,entertainment,91344,Crumb,1994,['Documentary']
59,52,4,888205615,49,M,educator,08403,"Madness of King George, The",1994,['Drama']
7,528,5,891352659,57,M,administrator,91344,"Killing Fields, The",1984,"['Drama', 'War']"
886,467,4,876032577,20,M,student,61820,"Bronx Tale, A",1993,['Drama']
269,504,4,891449922,31,F,librarian,43201,Bonnie and Clyde,1967,"['Crime', 'Drama']"
600,373,3,888452490,34,M,programmer,02320,Judge Dredd,1995,"['Action', 'Adventure', 'Sci-Fi']"
881,106,4,879052493,39,M,marketing,43017,Diabolique,1996,"['Drama', 'Thriller']"
318,481,4,884496156,65,M,retired,06518,"Apartment, The",1960,"['Comedy', 'Drama']"
271,192,5,885848373,51,M,engineer,22932,Raging Bull,1980,['Drama']
334,515,4,891545898,32,M,librarian,30002,"Boot, Das",1997,"['Action', 'Drama', 'War']"
601,8,3,876348736,19,F,artist,99687,Babe,1995,"[""Children's"", 'Comedy', 'Drama']"
92,926,3,875640542,32,M,entertainment,80525,Down Periscope,1996,['Comedy']
6,309,2,883268430,42,M,executive,98101,Deceiver,1997,['Crime']
659,134,4,891332189,31,M,educator,54248,Citizen Kane,1941,['Drama']
59,95,2,888204758,49,M,educator,08403,Aladdin,1992,"['Animation', ""Children's"", 'Comedy', 'Musical']"
13,755,3,882399014,47,M,educator,29206,Jumanji,1995,"['Action', 'Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']"
305,249,3,886322174,23,M,programmer,94086,Austin Powers: International Man of Mystery,1997,['Comedy']
361,655,3,879440346,22,M,student,44074,Stand by Me,1986,"['Adventure', 'Comedy', 'Drama']"
360,166,5,880355527,51,M,other,98027,Manon of the Spring (Manon des sources),1986,['Drama']
13,186,4,890704999,47,M,educator,29206,"Blues Brothers, The",1980,"['Action', 'Comedy', 'Musical']"
100,886,3,891375522,36,M,executive,90254,"Life Less Ordinary, A",1997,"['Romance', 'Thriller']"
561,268,3,885806710,23,M,engineer,60005,Chasing Amy,1997,"['Drama', 'Romance']"
581,275,3,879641787,37,M,other,94131,Sense and Sensibility,1995,"['Drama', 'Romance']"
83,543,2,887665445,40,M,other,44133,"Misérables, Les",1995,"['Drama', 'Musical']"
256,228,3,882164559,35,F,none,39042,Star Trek: The Wrath of Khan,1982,"['Action', 'Adventure', 'Sci-Fi']"
399,1231,3,882350487,25,M,other,92374,Marked for Death,1990,"['Action', 'Drama']"
799,748,2,879253755,49,F,administrator,19716,"Saint, The",1997,"['Action', 'Romance', 'Thriller']"
293,48,5,888905819,24,M,writer,60804,Hoop Dreams,1994,['Documentary']
568,56,4,877907720,39,M,educator,01915,Pulp Fiction,1994,"['Crime', 'Drama']"
790,258,3,884461387,27,M,technician,80913,Contact,1997,"['Drama', 'Sci-Fi']"
145,431,5,875272132,31,M,entertainment,V3N4P,Highlander,1986,"['Action', 'Adventure']"
60,205,4,883326426,50,M,healthcare,06472,Patton,1970,"['Drama', 'War']"
422,275,5,875130026,26,M,entertainment,94533,Sense and Sensibility,1995,"['Drama', 'Romance']"
591,357,5,891031228,57,F,librarian,92093,One Flew Over the Cuckoo's Nest,1975,['Drama']
537,584,2,886031678,36,M,engineer,22902,"Secret Garden, The",1993,"[""Children's"", 'Drama']"
280,670,2,891702485,30,F,librarian,22903,Body Snatchers,1993,"['Horror', 'Sci-Fi', 'Thriller']"
480,265,3,891208390,57,M,retired,98257,"Hunt for Red October, The",1990,"['Action', 'Thriller']"
43,137,4,875975656,29,F,librarian,20854,Big Night,1996,['Drama']
721,631,5,877147260,24,F,entertainment,11238,"Crying Game, The",1992,"['Action', 'Drama', 'Romance', 'War']"
308,403,4,887738571,60,M,retired,95076,Batman,1989,"['Action', 'Adventure', 'Crime', 'Drama']"
409,1512,5,881106947,48,M,administrator,98225,"World of Apu, The (Apur Sansar)",1996,['Drama']
95,393,5,880571678,31,M,administrator,10707,Mrs. Doubtfire,1993,['Comedy']
508,436,4,883777109,27,M,marketing,19382,"American Werewolf in London, An",1981,['Horror']
548,657,5,891044411,51,M,writer,95468,"Manchurian Candidate, The",1962,"['Film-Noir', 'Thriller']"
546,898,4,885141260,36,M,executive,22911,"Postman, The",1997,['Drama']
303,433,4,879467985,19,M,student,14853,Heathers,1989,['Comedy']
804,1222,3,879446276,39,M,educator,61820,Judgment Night,1993,['Action']
276,1081,3,880913705,21,M,student,95064,Curdled,1996,['Crime']
82,504,4,878769917,50,M,programmer,22902,Bonnie and Clyde,1967,"['Crime', 'Drama']"
493,411,1,884132934,22,M,engineer,60090,"Nutty Professor, The",1996,"['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']"
447,742,3,878854658,30,M,administrator,55113,Ransom,1996,"['Drama', 'Thriller']"
561,234,3,885808824,23,M,engineer,60005,Jaws,1975,"['Action', 'Horror']"
179,362,1,892151231,15,M,entertainment,20755,Blues Brothers 2000,1998,"['Action', 'Comedy', 'Musical']"
205,300,3,888284245,47,M,lawyer,06371,Air Force One,1997,"['Action', 'Thriller']"
478,1521,3,889397343,29,M,other,10019,Mr. Wonderful,1993,"['Comedy', 'Romance']"
472,96,5,875980823,24,M,student,87544,Terminator 2: Judgment Day,1991,"['Action', 'Sci-Fi', 'Thriller']"
327,393,3,887819507,22,M,student,11101,Mrs. Doubtfire,1993,['Comedy']
7,268,3,891350703,57,M,administrator,91344,Chasing Amy,1997,"['Drama', 'Romance']"
838,114,4,887065822,23,M,student,01375,Wallace & Gromit: The Best of Aardman Animation,1996,['Animation']
579,209,4,880951944,32,M,educator,48103,This Is Spinal Tap,1984,"['Comedy', 'Drama', 'Musical']"
59,14,5,888203234,49,M,educator,08403,"Postino, Il",1994,"['Drama', 'Romance']"
396,245,3,884645720,57,M,engineer,94551,"Devil's Own, The",1997,"['Action', 'Drama', 'Thriller', 'War']"
339,99,4,891035180,35,M,lawyer,37901,Snow White and the Seven Dwarfs,1937,"['Animation', ""Children's"", 'Musical']"
318,739,5,884496984,65,M,retired,06518,Pretty Woman,1990,"['Comedy', 'Romance']"
387,1134,1,886481183,33,M,entertainment,37412,Get on the Bus,1996,['Drama']
739,197,1,886958860,35,M,technician,73162,"Graduate, The",1967,"['Drama', 'Romance']"
354,42,2,891217512,29,F,librarian,48197,Clerks,1994,['Comedy']
233,57,5,880190451,38,M,engineer,98682,Priest,1994,['Drama']
182,15,4,885612967,36,M,programmer,33884,Mr. Holland's Opus,1996,['Drama']
934,703,4,891195437,61,M,engineer,22902,Widows' Peak,1994,['Drama']
361,237,4,879440740,22,M,student,44074,Jerry Maguire,1996,"['Drama', 'Romance']"
326,168,3,879874859,41,M,administrator,15235,Monty Python and the Holy Grail,1974,['Comedy']
417,386,3,879648382,27,F,other,48103,Addams Family Values,1993,['Comedy']
532,586,4,888636373,20,M,student,92705,Terminal Velocity,1994,['Action']
837,285,4,875722187,36,F,artist,55409,Secrets & Lies,1996,['Drama']
56,1,4,892683248,25,M,librarian,46260,Toy Story,1995,"['Animation', ""Children's"", 'Comedy']"
684,98,4,878759970,28,M,student,55414,"Silence of the Lambs, The",1991,"['Drama', 'Thriller']"
405,1055,3,885546202,22,F,healthcare,10019,"Simple Twist of Fate, A",1994,['Drama']
106,64,4,881449830,61,M,retired,55125,"Shawshank Redemption, The",1994,['Drama']
165,187,3,879526046,20,F,other,53715,"Godfather: Part II, The",1974,"['Action', 'Crime', 'Drama']"
62,1074,4,879376299,27,F,administrator,97214,Reality Bites,1994,"['Comedy', 'Drama']"
906,273,4,879434882,45,M,librarian,70124,Heat,1995,"['Action', 'Crime', 'Thriller']"
158,273,3,880132356,50,M,educator,27606,Heat,1995,"['Action', 'Crime', 'Thriller']"
643,1221,3,891450316,39,M,scientist,55122,When a Man Loves a Woman,1994,['Drama']
458,129,4,886394667,47,M,technician,Y1A6B,Bound,1996,"['Crime', 'Drama', 'Romance', 'Thriller']"
417,217,4,879648594,27,F,other,48103,Bram Stoker's Dracula,1992,"['Horror', 'Romance']"
705,95,4,883427640,21,F,student,54494,Aladdin,1992,"['Animation', ""Children's"", 'Comedy', 'Musical']"
413,250,3,879969674,55,M,educator,78212,"Fifth Element, The",1997,"['Action', 'Sci-Fi']"
303,755,2,879485016,19,M,student,14853,Jumanji,1995,"['Action', 'Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']"
83,281,5,880307072,40,M,other,44133,"River Wild, The",1994,"['Action', 'Thriller']"
934,156,3,891190813,61,M,engineer,22902,Reservoir Dogs,1992,"['Crime', 'Thriller']"
380,134,3,885478583,32,M,engineer,55117,Citizen Kane,1941,['Drama']
625,393,4,891263665,27,M,programmer,20723,Mrs. Doubtfire,1993,['Comedy']
90,31,4,891384673,60,M,educator,78155,Crimson Tide,1995,"['Drama', 'Thriller', 'War']"
313,603,5,891013681,41,M,marketing,60035,Rear Window,1954,"['Mystery', 'Thriller']"
692,845,3,876948910,34,M,engineer,18053,That Thing You Do!,1996,['Comedy']
659,855,2,891386576,31,M,educator,54248,Diva,1981,"['Action', 'Drama', 'Mystery', 'Romance', 'Thriller']"
844,22,4,877386855,22,M,engineer,95662,Braveheart,1996,"['Action', 'Drama', 'War']"
507,690,4,889964074,18,F,writer,28450,Seven Years in Tibet,1997,"['Drama', 'War']"
526,307,2,885681958,30,M,marketing,97124,"Devil's Advocate, The",1997,"['Crime', 'Horror', 'Mystery', 'Thriller']"
327,147,2,887820417,22,M,student,11101,"Long Kiss Goodnight, The",1996,"['Action', 'Thriller']"
178,731,4,882827532,26,M,other,49512,"Corrina, Corrina",1994,"['Comedy', 'Drama', 'Romance']"
379,127,5,880524811,44,M,programmer,98117,"Godfather, The",1972,"['Action', 'Crime', 'Drama']"
468,127,4,875280126,28,M,engineer,02341,"Godfather, The",1972,"['Action', 'Crime', 'Drama']"
351,328,4,879481550,61,M,educator,49938,Conspiracy Theory,1997,"['Action', 'Mystery', 'Romance', 'Thriller']"
201,285,4,884114471,27,M,writer,E2A4H,Secrets & Lies,1996,['Drama']
452,82,3,886149040,35,M,administrator,28018,Jurassic Park,1993,"['Action', 'Adventure', 'Sci-Fi']"
271,257,4,886106038,51,M,engineer,22932,Men in Black,1997,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
235,522,5,889655086,37,M,educator,22973,Down by Law,1986,"['Comedy', 'Drama']"
757,17,3,888466490,26,M,student,55104,From Dusk Till Dawn,1996,"['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']"
279,1488,4,875659924,33,M,programmer,85251,Germinal,1993,['Drama']
721,81,2,877139301,24,F,entertainment,11238,"Hudsucker Proxy, The",1994,"['Comedy', 'Romance']"
359,273,4,886453325,22,M,student,61801,Heat,1995,"['Action', 'Crime', 'Thriller']"
653,1478,2,880153705,31,M,executive,55105,Dead Presidents,1995,"['Action', 'Crime', 'Drama']"
399,54,4,882343126,25,M,other,92374,Outbreak,1995,"['Action', 'Drama', 'Thriller']"
57,194,4,883698272,16,M,none,84010,"Sting, The",1973,"['Comedy', 'Crime']"
488,498,3,891294707,48,M,technician,21012,"African Queen, The",1951,"['Action', 'Adventure', 'Romance', 'War']"
515,315,4,887658604,53,M,marketing,49508,Apt Pupil,1998,"['Drama', 'Thriller']"
276,97,3,874787549,21,M,student,95064,Dances with Wolves,1990,"['Adventure', 'Drama', 'Western']"
896,222,4,887159109,28,M,writer,91505,Star Trek: First Contact,1996,"['Action', 'Adventure', 'Sci-Fi']"
450,661,3,882373231,35,F,educator,11758,High Noon,1952,['Western']
279,158,3,875313351,33,M,programmer,85251,Weekend at Bernie's,1989,['Comedy']
290,234,3,880474451,40,M,engineer,93550,Jaws,1975,"['Action', 'Horror']"
93,235,4,888705939,48,M,executive,23112,Mars Attacks!,1996,"['Action', 'Comedy', 'Sci-Fi', 'War']"
408,683,3,889679982,23,M,student,61755,Rocket Man,1997,['Comedy']
7,197,4,891351082,57,M,administrator,91344,"Graduate, The",1967,"['Drama', 'Romance']"
496,222,3,876064290,21,F,student,55414,Star Trek: First Contact,1996,"['Action', 'Adventure', 'Sci-Fi']"
95,554,3,879196748,31,M,administrator,10707,Waterworld,1995,"['Action', 'Adventure']"
162,298,4,877635690,25,M,artist,15610,Face/Off,1997,"['Action', 'Sci-Fi', 'Thriller']"
294,300,4,877818861,34,M,technician,92110,Air Force One,1997,"['Action', 'Thriller']"
320,1059,4,884748868,19,M,student,24060,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,['Comedy']
618,497,2,891307019,15,F,student,44212,Bringing Up Baby,1938,['Comedy']
1,192,4,875072547,24,M,technician,85711,Raging Bull,1980,['Drama']
394,431,5,880889607,25,M,administrator,96819,Highlander,1986,"['Action', 'Adventure']"
325,188,2,891478944,48,M,technician,02139,Full Metal Jacket,1987,"['Action', 'Drama', 'War']"
57,125,3,883697223,16,M,none,84010,Phenomenon,1996,"['Drama', 'Romance']"
654,1115,3,887863779,27,F,student,78739,Twelfth Night,1996,"['Comedy', 'Drama', 'Romance']"
532,746,5,893119438,20,M,student,92705,Real Genius,1985,['Comedy']
622,100,5,882590252,25,M,programmer,14850,Fargo,1997,"['Crime', 'Drama', 'Thriller']"
158,68,3,880134532,50,M,educator,27606,"Crow, The",1994,"['Action', 'Romance', 'Thriller']"
851,984,3,874809850,18,M,other,29646,Shadow Conspiracy,1997,['Thriller']
92,961,4,875811128,32,M,entertainment,80525,Orlando,1993,['Drama']
661,496,5,876015530,28,M,programmer,98121,It's a Wonderful Life,1946,['Drama']
642,725,4,885606067,18,F,student,95521,Exit to Eden,1994,['Comedy']
622,552,2,882671863,25,M,programmer,14850,Species,1995,['Sci-Fi']
883,52,3,891693169,49,M,librarian,50266,"Madness of King George, The",1994,['Drama']
796,540,2,893048672,32,F,writer,33755,Money Train,1995,['Action']
151,561,3,879543342,38,F,administrator,48103,Mary Shelley's Frankenstein,1994,"['Drama', 'Horror']"
788,176,5,880868743,51,M,administrator,05779,Aliens,1986,"['Action', 'Sci-Fi', 'Thriller', 'War']"
645,182,5,892053686,27,M,programmer,53211,GoodFellas,1990,"['Crime', 'Drama']"
892,129,3,886608897,36,M,other,45243,Bound,1996,"['Crime', 'Drama', 'Romance', 'Thriller']"
385,145,1,879449745,36,M,writer,10003,"Lawnmower Man, The",1992,"['Action', 'Sci-Fi', 'Thriller']"
267,67,3,878973088,23,M,engineer,83716,Ace Ventura: Pet Detective,1994,['Comedy']
719,88,3,888454637,37,F,other,V0R2H,Sleepless in Seattle,1993,"['Comedy', 'Romance']"
878,402,4,880869303,50,F,educator,98027,Ghost,1990,"['Comedy', 'Romance', 'Thriller']"
189,209,1,893265826,32,M,artist,95014,This Is Spinal Tap,1984,"['Comedy', 'Drama', 'Musical']"
454,1105,3,888015988,57,M,other,97330,Firestorm,1998,"['Action', 'Adventure', 'Thriller']"
174,950,3,886434204,30,F,administrator,52302,Georgia,1995,['Drama']
142,346,5,888639815,13,M,other,48118,Jackie Brown,1997,"['Crime', 'Drama']"
922,94,3,891449333,29,F,administrator,21114,Home Alone,1990,"[""Children's"", 'Comedy']"
158,148,4,880132613,50,M,educator,27606,"Ghost and the Darkness, The",1996,"['Action', 'Adventure']"
795,175,5,881263767,30,M,programmer,08610,Brazil,1985,['Sci-Fi']
925,245,3,884633287,18,F,salesman,49036,"Devil's Own, The",1997,"['Action', 'Drama', 'Thriller', 'War']"
313,531,3,891014524,41,M,marketing,60035,Shine,1996,"['Drama', 'Romance']"
5,453,1,879198898,33,F,other,15213,Jaws 3-D,1983,"['Action', 'Horror']"
322,64,5,887314148,20,M,student,50613,"Shawshank Redemption, The",1994,['Drama']
279,1321,4,888806671,33,M,programmer,85251,Open Season,1996,['Comedy']
577,200,3,880475226,36,F,student,77845,"Shining, The",1980,['Horror']
858,269,4,879458608,63,M,educator,09645,"Full Monty, The",1997,['Comedy']
336,655,3,877757752,23,M,salesman,42101,Stand by Me,1986,"['Adventure', 'Comedy', 'Drama']"
227,294,3,879035431,46,M,executive,60659,Liar Liar,1997,['Comedy']
551,223,4,892776650,25,M,programmer,55414,Sling Blade,1996,"['Drama', 'Thriller']"
99,12,5,885680458,20,M,student,63129,"Usual Suspects, The",1995,"['Crime', 'Thriller']"
577,1291,3,880471954,36,F,student,77845,Celtic Pride,1996,['Comedy']
385,1128,3,879441662,36,M,writer,10003,Heidi Fleiss: Hollywood Madam ,1996,['Documentary']
327,204,4,887818658,22,M,student,11101,Back to the Future,1985,"['Comedy', 'Sci-Fi']"
772,898,3,889028941,50,M,writer,27105,"Postman, The",1997,['Drama']
820,324,3,887955020,22,M,student,37725,Lost Highway,1997,['Mystery']
659,431,4,891385627,31,M,educator,54248,Highlander,1986,"['Action', 'Adventure']"
554,1028,3,876551044,32,M,scientist,62901,Grumpier Old Men,1995,"['Comedy', 'Romance']"
62,155,1,879376633,27,F,administrator,97214,Dirty Dancing,1987,"['Musical', 'Romance']"
200,243,3,876041719,40,M,programmer,93402,Jungle2Jungle,1997,"[""Children's"", 'Comedy']"
327,523,4,887818800,22,M,student,11101,Cool Hand Luke,1967,"['Comedy', 'Drama']"
216,184,4,880245056,22,M,engineer,02215,Army of Darkness,1993,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi']"
659,258,4,891331825,31,M,educator,54248,Contact,1997,"['Drama', 'Sci-Fi']"
653,386,1,880152864,31,M,executive,55105,Addams Family Values,1993,['Comedy']
599,220,5,880951479,22,F,student,R3T5K,"Mirror Has Two Faces, The",1996,"['Comedy', 'Romance']"
930,405,3,879534803,28,F,scientist,07310,Mission: Impossible,1996,"['Action', 'Adventure', 'Mystery']"
437,139,3,881001576,27,F,other,20009,"Love Bug, The",1969,"[""Children's"", 'Comedy']"
268,363,1,875744228,24,M,engineer,19422,Sudden Death,1995,['Action']
1,83,3,875072370,24,M,technician,85711,Much Ado About Nothing,1993,"['Comedy', 'Romance']"
470,742,4,879178455,24,M,programmer,10021,Ransom,1996,"['Drama', 'Thriller']"
864,1531,3,888890690,27,M,programmer,63021,Far From Home: The Adventures of Yellow Dog,1995,"['Adventure', ""Children's""]"
585,713,4,891282808,69,M,librarian,98501,Othello,1995,['Drama']
493,191,4,884132225,22,M,engineer,60090,Amadeus,1984,"['Drama', 'Mystery']"
727,1088,2,883709884,25,M,student,78741,Double Team,1997,['Action']
299,510,5,889501392,29,M,doctor,63108,"Magnificent Seven, The",1954,"['Action', 'Drama', 'Western']"
94,226,2,891721238,26,M,student,71457,Die Hard 2,1990,"['Action', 'Thriller']"
627,215,1,879529767,24,M,engineer,08034,Field of Dreams,1989,['Drama']
409,200,2,881109175,48,M,administrator,98225,"Shining, The",1980,['Horror']
234,473,5,892334976,60,M,retired,94702,James and the Giant Peach,1996,"['Animation', ""Children's"", 'Musical']"
316,14,4,880853881,43,F,other,77009,"Postino, Il",1994,"['Drama', 'Romance']"
389,402,3,880613797,44,F,writer,83702,Ghost,1990,"['Comedy', 'Romance', 'Thriller']"
798,116,3,875554781,40,F,writer,64131,Cold Comfort Farm,1996,['Comedy']
716,1203,2,879795239,36,F,administrator,44265,Top Hat,1935,"['Comedy', 'Musical', 'Romance']"
294,1134,3,877819761,34,M,technician,92110,Get on the Bus,1996,['Drama']
183,229,3,891463591,33,M,scientist,27708,Star Trek III: The Search for Spock,1984,"['Action', 'Adventure', 'Sci-Fi']"
738,117,3,875350913,35,M,technician,95403,"Rock, The",1996,"['Action', 'Adventure', 'Thriller']"
54,147,5,880935959,22,M,executive,66315,"Long Kiss Goodnight, The",1996,"['Action', 'Thriller']"
587,269,3,892870956,26,M,other,14216,"Full Monty, The",1997,['Comedy']
521,144,3,884478171,19,M,student,02146,Die Hard,1988,"['Action', 'Thriller']"
401,654,3,891033184,46,F,healthcare,84107,Chinatown,1974,"['Film-Noir', 'Mystery', 'Thriller']"
738,227,4,875353533,35,M,technician,95403,Star Trek VI: The Undiscovered Country,1991,"['Action', 'Adventure', 'Sci-Fi']"
95,216,5,880573287,31,M,administrator,10707,When Harry Met Sally...,1989,"['Comedy', 'Romance']"
843,194,2,879445590,35,M,librarian,44212,"Sting, The",1973,"['Comedy', 'Crime']"
178,331,4,882823301,26,M,other,49512,"Edge, The",1997,"['Adventure', 'Thriller']"
244,66,4,880607683,28,M,technician,80525,While You Were Sleeping,1995,"['Comedy', 'Romance']"
747,223,5,888638913,19,M,other,93612,Sling Blade,1996,"['Drama', 'Thriller']"
359,286,5,886453161,22,M,student,61801,"English Patient, The",1996,"['Drama', 'Romance', 'War']"
508,98,3,883767140,27,M,marketing,19382,"Silence of the Lambs, The",1991,"['Drama', 'Thriller']"
211,199,5,879459952,66,M,salesman,32605,"Bridge on the River Kwai, The",1957,"['Drama', 'War']"
95,1206,4,888956137,31,M,administrator,10707,Amos & Andrew,1993,['Comedy']
22,568,4,878887810,25,M,writer,40206,Speed,1994,"['Action', 'Romance', 'Thriller']"
826,651,4,885690526,28,M,artist,77048,Glory,1989,"['Action', 'Drama', 'War']"
10,527,4,877886597,53,M,lawyer,90703,Gandhi,1982,['Drama']
768,300,5,883835026,29,M,administrator,12866,Air Force One,1997,"['Action', 'Thriller']"
497,168,5,878760023,20,M,student,50112,Monty Python and the Holy Grail,1974,['Comedy']
194,91,3,879524892,38,M,administrator,02154,"Nightmare Before Christmas, The",1993,"[""Children's"", 'Comedy', 'Musical']"
787,305,3,888979721,18,F,student,98620,"Ice Storm, The",1997,['Drama']
537,478,4,886030938,36,M,engineer,22902,"Philadelphia Story, The",1940,"['Comedy', 'Romance']"
128,838,5,879968164,24,F,marketing,20009,In the Line of Duty 2,1996,['Action']
354,421,2,891306852,29,F,librarian,48197,William Shakespeare's Romeo and Juliet,1996,"['Drama', 'Romance']"
566,182,4,881649428,20,M,student,14627,GoodFellas,1990,"['Crime', 'Drama']"
840,936,4,891203504,39,M,artist,55406,Brassed Off,1997,"['Comedy', 'Drama', 'Romance']"
158,56,5,880134296,50,M,educator,27606,Pulp Fiction,1994,"['Crime', 'Drama']"
297,218,3,875409827,29,F,educator,98103,Cape Fear,1991,['Thriller']
806,1129,3,882384988,27,M,marketing,11217,Chungking Express,1996,"['Drama', 'Mystery', 'Romance']"
690,238,5,881177302,35,M,salesman,63304,Raising Arizona,1987,['Comedy']
943,427,4,888639147,22,M,student,77841,To Kill a Mockingbird,1962,['Drama']
561,1009,4,885810706,23,M,engineer,60005,Stealing Beauty,1996,['Drama']
454,614,3,888267590,57,M,other,97330,Giant,1956,['Drama']
46,125,4,883616284,27,F,marketing,46538,Phenomenon,1996,"['Drama', 'Romance']"
666,264,3,880138999,44,M,administrator,61820,Mimic,1997,"['Sci-Fi', 'Thriller']"
480,257,4,891208037,57,M,retired,98257,Men in Black,1997,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
343,83,4,876404957,43,M,engineer,30093,Much Ado About Nothing,1993,"['Comedy', 'Romance']"
711,200,4,879993918,22,F,student,15203,"Shining, The",1980,['Horror']
484,250,4,891194646,27,M,student,21208,"Fifth Element, The",1997,"['Action', 'Sci-Fi']"
49,42,4,888068791,23,F,student,76111,Clerks,1994,['Comedy']
660,125,3,891198421,26,M,student,77380,Phenomenon,1996,"['Drama', 'Romance']"
342,223,4,875318907,25,F,other,98006,Sling Blade,1996,"['Drama', 'Thriller']"
274,472,3,878945918,20,F,student,55414,Dragonheart,1996,"['Action', 'Adventure', 'Fantasy']"
94,302,4,891928684,26,M,student,71457,L.A. Confidential,1997,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']"
497,568,3,879310792,20,M,student,50112,Speed,1994,"['Action', 'Romance', 'Thriller']"
92,96,4,875656025,32,M,entertainment,80525,Terminator 2: Judgment Day,1991,"['Action', 'Sci-Fi', 'Thriller']"
360,496,3,880356092,51,M,other,98027,It's a Wonderful Life,1946,['Drama']
460,458,2,882911603,44,F,other,60630,Nixon,1995,['Drama']
302,358,3,879436981,42,M,educator,77904,Spawn,1997,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
764,4,3,876245421,27,F,educator,62903,Get Shorty,1995,"['Action', 'Comedy', 'Drama']"
823,426,4,878437658,27,M,artist,50322,"Transformers: The Movie, The",1986,"['Action', 'Animation', ""Children's"", 'Sci-Fi', 'Thriller', 'War']"
588,326,4,890014782,18,F,student,93063,G.I. Jane,1997,"['Action', 'Drama', 'War']"
385,285,5,879439637,36,M,writer,10003,Secrets & Lies,1996,['Drama']
246,56,1,884920948,19,M,student,28734,Pulp Fiction,1994,"['Crime', 'Drama']"
506,226,4,885135844,46,M,programmer,03869,Die Hard 2,1990,"['Action', 'Thriller']"
305,733,3,886324661,23,M,programmer,94086,Go Fish,1994,"['Drama', 'Romance']"
807,1483,4,892527385,41,F,healthcare,93555,"Man in the Iron Mask, The",1998,"['Action', 'Drama', 'Romance']"
812,302,3,877625109,22,M,technician,76234,L.A. Confidential,1997,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']"
213,685,3,878870987,33,M,executive,55345,Executive Decision,1996,"['Action', 'Thriller']"
72,82,3,880037242,48,F,administrator,73034,Jurassic Park,1993,"['Action', 'Adventure', 'Sci-Fi']"
168,930,3,884288243,48,M,other,80127,Chain Reaction,1996,"['Action', 'Adventure', 'Thriller']"
125,289,5,892835854,30,M,lawyer,22202,Evita,1996,"['Drama', 'Musical']"
397,324,2,882838749,17,M,student,27514,Lost Highway,1997,['Mystery']
548,288,3,891042794,51,M,writer,95468,Scream,1996,"['Horror', 'Thriller']"
327,198,4,887747337,22,M,student,11101,Nikita (La Femme Nikita),1990,['Thriller']
771,181,4,880659653,26,M,student,15232,Return of the Jedi,1997,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'War']"
622,49,3,882671273,25,M,programmer,14850,I.Q.,1994,"['Comedy', 'Romance']"
782,689,3,891498720,21,F,artist,33205,"Jackal, The",1997,"['Action', 'Thriller']"
618,776,2,891307098,15,F,student,44212,Three Wishes,1995,['Drama']
935,471,4,884472352,42,M,doctor,66221,Courage Under Fire,1996,"['Drama', 'War']"
323,150,4,878739568,21,M,student,19149,Swingers,1996,"['Comedy', 'Drama']"
284,333,3,885329146,40,M,executive,92629,"Game, The",1997,"['Mystery', 'Thriller']"
508,172,5,883767157,27,M,marketing,19382,"Empire Strikes Back, The",1980,"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi', 'War']"
455,924,3,879110154,48,M,administrator,83709,White Squall,1996,"['Adventure', 'Drama']"
13,328,3,881514811,47,M,educator,29206,Conspiracy Theory,1997,"['Action', 'Mystery', 'Romance', 'Thriller']"
777,180,5,875980306,63,M,programmer,01810,Apocalypse Now,1979,"['Drama', 'War']"
642,447,4,886569328,18,F,student,95521,Carrie,1976,['Horror']
457,1119,4,882398308,33,F,salesman,30011,Some Kind of Wonderful,1987,"['Drama', 'Romance']"
275,405,2,876197645,38,M,engineer,92064,Mission: Impossible,1996,"['Action', 'Adventure', 'Mystery']"
790,774,4,885156904,27,M,technician,80913,"Prophecy, The",1995,['Horror']
